January,February,March,April,May,June,July,August,September,October,November,December
1616,72,122,101,0,0,741,896,772,853,95,671
170,1452,74,1339,466,107,111,989,97,91,1022,1234
99,1563,1156,1513,136,1400,820,97,136,178,933,302
990,1242,516,1405,1165,450,96,131,1499,123,952,0
1718,104,643,130,108,1277,130,104,0,1638,106,107
118,123,0,94,1675,104,109,308,1569,0,717,1187
1137,144,116,1235,0,88,818,89,129,99,345,559
1431,285,635,127,699,412,1705,140,107,89,0,172
1528,553,117,854,86,109,95,127,119,1467,163,535
650,0,720,462,293,109,111,155,129,1349,1149,502
1569,1241,0,99,1761,1297,340,110,586,1186,126,115
1527,1544,1058,578,434,229,109,1251,155,128,552,107
363,125,124,117,125,104,76,1049,951,86,932,110
109,135,167,180,128,108,0,353,702,654,311,257
1745,123,1608,306,972,94,936,91,117,494,1170,269
240,131,1659,387,93,133,793,795,0,1475,0,1253
651,0,0,110,111,1614,112,970,109,98,133,236
0,0,0,0,0,0,0,0,0,0,0,0
122,1349,110,408,82,0,113,474,144,271,1340,1739
123,0,104,1191,799,1688,572,599,895,286,962,96
114,882,150,1302,303,1739,535,656,1275,273,1687,0
1226,381,463,473,959,117,88,0,1468,1712,1516,714
880,85,107,499,245,1012,93,153,1780,0,1172,93
82,97,89,95,735,1355,274,128,1558,1486,1553,103
278,433,281,1772,1388,967,0,1053,114,807,664,792
0,0,0,0,0,0,0,0,0,0,0,0
103,92,0,106,169,131,506,1164,128,87,790,86
929,0,108,0,1665,1263,840,1303,940,170,1394,1381
1264,630,1660,734,1698,275,115,0,161,1791,1106,1385
1748,1037,85,1204,131,407,150,122,873,496,98,1429
0,132,767,114,604,716,113,1647,110,152,112,446
0,0,0,0,0,0,0,0,0,0,0,0
134,0,1252,713,0,132,357,99,1414,662,160,108
103,650,1461,1461,0,127,1252,1593,78,151,159,1576
105,0,726,96,1497,0,1540,149,112,1425,89,1035
906,85,106,647,0,0,1564,906,0,96,267,85
1535,351,718,885,0,115,165,0,568,1546,1760,125
483,257,0,693,156,106,168,107,86,100,1165,614
263,85,135,560,474,142,1665,116,1646,842,821,1007
1754,121,644,120,93,640,90,116,163,143,0,476
201,608,0,0,93,0,500,113,1554,0,129,159
88,667,522,133,175,1691,146,107,594,505,1621,1456
0,1709,1602,162,581,275,134,828,759,1734,1199,940
585,106,1071,1393,624,1256,129,108,828,109,0,120
1095,1204,144,146,133,492,756,1374,404,1757,1452,110
155,149,140,1315,506,667,128,224,100,107,1795,88
832,976,177,446,86,109,1509,136,518,120,1252,380
161,110,1527,129,812,913,0,1778,1607,945,1712,319
544,88,251,174,147,134,1544,101,1428,1449,78,339
1751,157,1793,104,122,338,1501,117,0,89,99,119
644,855,351,696,129,93,105,1698,164,113,91,0
88,110,126,526,112,0,110,624,887,600,125,125
98,0,896,0,116,1699,71,99,316,223,603,1402
584,258,133,114,113,120,86,438,1166,219,133,1008
107,716,113,1462,167,89,926,1258,86,753,132,111
0,896,0,362,96,103,0,131,1555,1171,988,1002
851,1244,166,134,178,1426,165,0,1587,1236,88,0
985,119,1021,0,1529,616,156,129,1551,100,920,518
157,132,812,0,138,0,131,167,827,1128,71,313
691,76,1452,105,140,796,1607,986,129,118,245,1157
148,1755,111,615,115,125,90,631,1019,101,1028,120
236,119,85,1761,115,998,0,0,1357,0,787,110
170,1496,278,142,106,124,1149,88,678,166,434,611
510,1268,124,286,253,170,1601,117,100,724,138,627
1473,121,123,135,1670,376,0,85,0,98,873,0
113,0,0,650,107,123,721,118,129,0,107,1138
161,80,730,111,104,609,94,144,1308,1090,129,232
1758,107,0,598,1134,81,717,0,180,121,93,0
85,135,119,96,1666,116,321,1460,91,1459,1666,1244
1582,452,1043,807,1607,406,1304,1047,97,166,637,845
125,88,592,265,1079,0,176,133,829,1151,570,532
76,157,606,1422,1545,105,370,392,1315,0,735,0
1299,975,250,484,580,1524,1350,99,862,117,1677,99
860,109,0,793,1525,71,1043,253,670,422,793,1042
0,98,1410,178,1789,861,1525,1259,1612,155,682,1184
721,234,0,89,99,129,0,1272,95,85,150,1423
367,1312,0,1067,0,696,0,1724,94,909,0,1440
952,97,991,93,337,1467,897,105,675,126,282,326
97,1648,1331,994,595,536,553,0,933,139,130,0
340,399,1365,713,109,1090,102,229,139,483,539,216
1523,1089,96,0,0,81,1243,102,0,261,1789,178
97,126,1602,0,1496,830,268,1072,919,168,1038,98
0,521,1486,175,1206,123,0,121,536,1600,1074,1668
562,1686,99,86,107,130,938,97,85,1332,1590,81
561,1280,102,106,127,699,1639,1055,156,164,100,1182
845,1357,752,970,91,84,131,1334,118,133,1274,481
1705,122,0,1216,0,0,428,779,168,81,603,91
143,0,1212,0,86,1553,98,126,0,103,122,90
1497,1101,533,421,85,0,1376,295,96,117,0,751
179,88,129,145,1352,111,507,143,1015,673,123,148
1732,328,0,1195,114,248,1220,906,775,103,0,974
87,1631,1481,672,1626,1321,406,1408,1647,106,110,0
117,99,1296,743,850,1504,135,621,0,1681,125,797
0,1327,0,445,127,1390,0,77,360,126,276,120
158,923,1730,135,1700,1554,1492,1310,1280,1700,1412,120
90,848,597,171,114,144,1763,110,915,109,676,661
111,1585,80,116,92,75,331,533,87,92,313,703
0,173,1168,1526,105,87,1214,72,993,878,862,854
1091,89,111,1701,628,96,112,585,107,953,1468,124
1485,85,1094,93,170,236,118,494,139,0,127,122
1458,0,994,791,1560,871,0,124,815,1264,1385,1554
111,504,1456,111,122,520,131,1494,1308,899,114,783
115,102,1246,1336,887,0,117,0,139,358,129,0
1351,0,123,86,522,1786,676,118,123,96,90,128
466,282,138,869,115,120,676,107,472,1043,202,1791
1297,896,815,111,119,90,1052,146,128,767,154,0
834,87,0,121,71,86,854,124,86,125,92,386
426,760,127,1552,265,1256,85,1431,158,108,1015,0
0,216,423,105,239,97,430,142,131,1177,73,114
164,0,1267,1247,1509,1509,171,94,1284,150,111,1178
311,164,631,101,132,130,751,90,269,1525,85,1681
450,126,1679,309,150,1536,178,1319,104,289,1076,1093
99,176,0,105,1083,1542,676,291,90,105,315,117
174,170,0,591,121,544,1011,592,0,670,1054,1371
1081,1758,100,91,723,1574,1246,93,964,744,1397,94
0,174,127,87,88,1349,95,271,241,73,167,1528
71,1324,87,995,127,141,1556,1217,174,668,1201,77
646,0,135,169,1120,0,118,0,0,293,91,819
317,1332,984,0,1340,85,112,1219,855,140,514,0
108,270,256,1598,311,1787,728,1242,122,844,0,290
1481,114,0,302,90,0,83,146,117,1266,117,113
89,0,85,143,1125,0,0,87,125,991,1507,0
111,164,1499,114,1738,125,105,1213,798,582,0,0
394,1630,0,1494,768,127,1610,903,133,1758,84,123
888,1289,1769,796,131,99,845,1028,490,0,678,118
636,1370,120,1389,99,124,1279,0,148,360,89,916
88,1117,0,610,1337,0,93,779,0,102,109,331
0,102,1797,0,552,87,785,1555,956,0,147,162
164,1666,89,104,95,0,98,118,146,118,1287,121
753,87,99,1192,1660,105,104,1333,780,128,375,0
0,1603,609,724,741,0,1562,1280,175,0,147,107
0,160,281,0,1047,0,600,96,938,143,0,1671
712,1074,88,822,1571,693,131,376,962,109,70,167
1187,120,0,1629,168,99,1254,119,0,0,1619,106
650,133,108,926,88,145,1515,117,1534,140,1593,1524
1735,73,111,404,116,144,0,112,774,0,1520,815
85,768,104,116,72,86,949,512,1717,1488,123,759
272,92,148,101,251,97,89,106,1674,857,0,171
135,787,114,91,1780,562,1752,92,138,493,1714,435
115,1425,1181,1706,119,1608,152,84,0,130,778,713
560,678,94,532,120,1744,107,0,152,1748,1588,75
1787,1304,932,1676,116,85,1711,143,1547,263,720,95
1272,626,173,269,104,333,547,102,165,332,1433,118
1773,0,175,84,1511,228,156,914,149,96,1716,133
176,0,1221,110,100,1230,1405,1357,127,812,103,1782
1407,91,1161,1199,0,158,73,123,0,1792,96,1173
0,1762,271,137,161,738,109,101,111,675,1144,106
1035,824,130,1088,91,134,86,74,379,0,118,1005
1205,85,99,1320,1092,383,85,0,641,96,94,963
1168,111,614,124,1533,1571,755,0,1070,112,70,90
1767,1284,826,625,372,1714,0,0,1464,1625,174,104
180,796,98,0,1387,76,0,114,1639,95,1568,95
572,0,511,1422,256,754,662,99,1033,0,446,1790
871,109,1570,514,113,0,1185,104,1337,121,131,342
860,692,764,0,104,1130,106,158,922,938,0,124
0,106,1693,349,87,1749,88,97,140,810,230,993
117,111,129,159,129,1296,447,1462,1411,1754,0,115
113,114,953,105,815,1358,672,132,119,99,114,1675
1518,799,0,595,1372,1557,161,1339,113,106,128,0
1114,92,858,119,175,593,83,0,103,1744,106,1564
85,147,111,135,164,111,419,0,290,96,132,104
95,1237,1607,902,132,455,1148,354,382,127,1455,110
96,124,92,103,125,914,0,161,0,1185,90,100
1084,90,117,0,413,1771,649,1454,176,107,698,89
1156,144,98,0,0,262,1283,738,107,1491,1261,107
103,1696,600,818,95,111,116,90,1044,95,0,121
102,855,930,1285,111,1148,171,390,286,134,580,1145
88,70,464,106,1661,127,1026,376,122,0,1083,158
1581,1769,0,458,118,1485,812,451,117,782,111,416
108,0,180,1661,924,918,1083,987,102,1212,1423,917
203,635,1378,852,0,271,1681,97,588,1271,555,1214
179,0,115,1266,96,387,0,92,267,177,305,484
87,1225,100,1795,1223,110,94,0,1469,98,1130,716
92,706,152,0,116,114,103,1343,542,1093,834,536
174,558,1745,1278,962,1046,343,177,97,123,100,221
118,1067,300,85,119,92,156,727,101,1259,0,117
1120,1654,1494,1745,829,0,148,1072,534,0,1790,128
0,103,104,90,324,1426,134,792,82,1050,88,150
104,641,763,156,162,100,135,675,1760,127,124,122
0,1081,1305,118,99,201,162,146,161,1096,1439,95
1524,106,461,239,1157,97,86,1262,132,122,461,511
0,86,1787,1626,1210,115,478,1021,0,849,1240,1558
111,0,78,262,98,325,0,175,144,93,1666,139
1373,112,124,114,131,1301,1663,316,130,913,161,245
132,786,0,74,125,725,159,0,680,164,0,695
486,1753,0,761,951,116,908,501,1625,0,111,114
113,597,89,1117,1336,566,1469,160,110,200,126,109
0,966,1045,1338,1032,117,123,703,1436,1532,1209,90
131,147,0,950,128,380,786,318,1463,373,954,905
1477,1277,1653,1346,106,87,116,818,1484,933,74,160
1271,0,98,111,246,618,510,114,130,0,106,637
475,1252,707,0,824,109,560,0,308,167,155,159
122,756,741,1428,135,250,115,1487,361,265,168,172
105,835,113,0,810,1646,165,544,100,161,90,1645
1205,847,1760,123,102,583,241,0,1348,112,134,93
1478,1241,1191,334,900,124,684,1713,115,81,121,132
0,0,91,1693,286,119,99,94,0,0,221,633
350,169,150,1156,1509,507,1396,1035,1028,1283,1417,95
0,167,518,121,87,421,1200,1230,1185,99,427,0
238,87,87,145,148,76,0,1579,120,109,1197,119
1649,792,0,0,1582,85,98,93,0,614,1459,132
104,1292,128,94,541,0,1637,163,130,1220,73,1364
173,81,1096,1702,887,1720,0,0,122,97,1478,872
1519,1459,1623,176,437,99,123,89,0,961,1459,158
126,95,517,1435,105,476,87,80,1475,1437,695,0
103,1456,696,101,1163,110,241,90,1663,822,106,449
1030,636,114,151,675,1436,0,1030,125,0,121,118
810,1417,0,121,97,601,865,1149,108,1795,1132,124
1178,164,1034,0,157,0,123,0,258,203,87,110
349,90,178,135,1382,1697,795,1034,1626,113,0,790
132,1130,0,207,859,767,1166,493,1419,1656,123,123
0,134,1265,0,100,689,119,803,104,126,1582,1423
1605,1431,1114,97,128,96,0,1722,85,988,164,0
74,1216,389,100,610,71,153,207,1155,870,87,0
724,98,883,77,220,0,0,934,1413,743,900,0
71,1570,107,163,1284,121,1279,107,252,0,973,104
1261,571,172,0,1106,1116,1447,118,109,387,137,95
127,123,463,118,1066,1705,282,1540,88,356,467,910
90,126,85,110,872,1768,161,951,714,1623,144,954
157,1679,104,94,673,1346,126,89,0,165,0,949
132,113,925,108,107,160,217,0,92,0,702,104
681,356,1282,75,960,1515,302,1453,638,1761,0,0
104,283,159,0,0,1477,986,71,1691,959,172,583
116,1417,71,114,1065,1238,105,679,171,1419,0,1771
749,111,106,1309,1446,146,1050,1708,0,133,0,0
1608,114,0,89,1361,112,0,122,135,114,398,1793
1324,122,127,108,120,131,145,171,760,145,103,1457
759,142,400,168,1284,129,0,1500,148,99,130,257
675,303,117,172,152,1039,0,0,753,1565,401,815
0,148,100,1362,1301,119,115,73,763,0,108,165
1395,1509,112,155,150,1641,423,1335,1796,175,164,543
877,0,124,1166,0,1407,0,1700,332,1209,0,1712
131,117,1170,716,1652,0,817,124,726,115,0,615
0,129,457,265,0,111,116,141,158,96,172,135
88,102,506,1279,632,797,1714,1101,133,94,97,1177
0,173,1353,138,1546,0,1216,1507,1669,557,94,115
101,112,87,127,154,297,966,137,0,998,1224,104
0,947,179,1402,122,155,97,434,645,117,409,234
312,1371,130,1574,0,1679,132,100,1515,1742,1103,983
982,120,1519,563,107,1060,0,0,1756,119,575,747
170,127,1362,1575,1188,91,94,0,1435,105,97,1215
344,94,857,97,1016,0,1166,150,200,110,924,179
0,0,0,0,0,0,0,0,0,0,0,0
149,99,699,1130,130,324,546,777,1103,919,90,103
1405,506,1499,711,881,1117,105,83,1146,352,87,127
1286,153,760,1540,761,87,1518,464,1558,319,397,71
620,0,96,1161,0,0,0,1725,1123,553,1258,1668
1030,124,519,124,93,945,1565,1589,1045,210,431,123
1397,93,440,951,787,129,115,562,0,651,113,152
1139,1677,0,1538,1167,92,0,396,1177,123,0,0
0,370,1449,205,70,1775,0,1147,447,1535,102,1628
987,112,1130,94,94,71,104,1597,130,92,0,447
90,138,1331,102,1695,416,1581,1601,530,356,111,108
432,144,85,375,122,1312,1361,134,402,70,109,109
96,1269,864,1503,143,1002,152,0,1187,1535,100,0
1108,110,88,78,119,0,159,519,85,559,81,1504
89,1581,664,101,104,171,135,166,88,135,308,1280
1238,101,127,1335,0,905,163,494,131,1544,80,131
119,1383,990,535,700,1724,106,134,1162,100,880,103
507,1697,1196,0,1248,1749,446,234,130,0,114,132
1473,109,579,1085,1243,1705,1790,162,108,0,164,696
877,171,944,1172,130,466,0,103,958,144,128,1314
321,117,1383,131,154,90,0,115,1505,282,1713,1714
96,0,1191,0,550,1426,713,72,1180,1206,215,229
705,927,805,978,394,0,694,304,1386,178,0,108
0,1445,1131,1643,919,104,608,1543,113,1468,1055,582
1110,73,102,0,235,1783,1319,1544,350,297,129,114
0,254,1177,1780,0,0,694,166,85,111,1571,109
1253,761,0,1214,507,1104,1621,0,113,1393,126,165
544,401,91,828,131,1713,117,0,105,1720,1107,0
668,110,596,768,83,95,87,96,122,0,116,1304
124,885,839,112,97,0,1559,897,510,601,1693,154
116,105,961,1653,98,0,121,1072,1232,1509,93,117
142,698,638,134,112,942,123,117,419,104,624,86
0,1498,1655,0,99,889,1541,359,887,302,102,253
1645,107,1624,93,137,108,85,134,116,934,1025,0
1140,0,0,1519,1075,0,818,94,153,402,622,557
124,1560,310,0,938,0,1594,0,94,134,133,236
218,1142,1718,88,1521,151,760,90,746,731,73,1601
75,1690,478,288,1701,113,285,958,0,994,1451,511
128,93,83,86,101,108,1744,654,123,93,107,813
107,106,132,1226,136,1320,1316,743,158,141,1369,0
101,141,804,1515,89,977,135,72,89,113,1137,178
833,111,71,99,964,97,1565,99,143,95,116,616
107,1762,769,1769,99,0,97,1014,1575,125,306,1139
104,957,1470,95,506,1371,1004,0,1643,105,0,114
452,1242,1560,1033,1786,113,134,1529,300,0,0,111
117,1104,0,160,102,496,118,98,1092,122,1639,1727
1333,87,127,1028,125,789,697,129,1013,125,1434,1196
573,1638,764,661,0,130,0,800,1365,0,108,234
125,109,531,1438,96,109,111,1747,580,859,0,157
1218,172,0,96,368,486,543,1649,120,113,91,682
1751,1254,125,0,107,132,73,137,104,0,1181,1631
108,91,692,0,225,157,0,0,1581,91,115,298
0,165,1205,379,1013,840,0,115,0,821,1588,0
103,1437,0,109,106,1693,1379,1301,1318,153,91,401
101,103,151,1499,851,143,930,1229,0,173,101,1694
445,695,0,121,127,1518,390,733,447,256,120,73
411,138,550,325,728,1277,88,1271,985,103,120,102
1435,112,485,1467,0,1234,617,1647,1270,87,1045,115
1197,1489,0,97,97,0,97,118,128,1252,581,924
86,908,169,0,94,1023,112,112,1576,114,0,960
0,1102,1321,123,0,81,0,102,135,120,141,98
114,1510,0,1634,0,142,0,129,99,0,1010,99
713,113,0,202,1369,1391,1220,915,127,104,79,99
1257,0,144,498,1298,768,115,0,388,86,172,784
1055,133,320,685,104,1572,1063,111,1412,767,0,119
0,1480,308,103,131,1217,1099,552,1259,1423,104,1348
638,461,114,1743,100,96,81,123,365,81,0,670
109,1253,912,698,879,1131,121,0,135,113,1423,893
86,104,83,1730,88,1552,133,1445,1468,84,844,0
166,130,1332,854,0,1012,134,1083,161,113,503,99
153,267,94,465,131,1053,164,1182,732,1489,113,131
0,1472,115,1559,1545,1276,108,1655,284,274,1069,159
174,0,76,85,128,123,544,0,872,719,562,0
725,749,964,680,1458,621,1700,1636,916,1015,1578,0
1639,819,360,0,105,134,815,70,1506,77,713,0
1630,0,321,117,75,149,824,1757,1245,0,118,491
319,171,96,88,1574,496,1650,1179,410,97,1295,132
452,1432,163,0,144,102,157,128,1659,114,158,135
150,613,134,112,690,126,96,124,105,0,142,0
1144,1054,1665,1373,714,837,0,429,112,98,1680,528
586,155,180,798,176,938,422,103,560,1448,1557,109
100,104,451,1546,114,77,0,1214,1514,712,1395,111
1057,0,272,1385,0,223,123,110,108,130,1354,87
135,105,131,1049,148,733,89,0,125,101,1169,1330
1470,1779,557,127,1252,1437,1676,145,1482,77,928,91
1062,105,278,496,144,799,1173,124,0,121,688,111
135,648,112,0,539,148,145,93,75,0,1345,131
687,120,106,1389,74,960,114,118,443,1551,96,124
98,174,0,143,96,0,419,1304,135,120,134,92
115,122,1674,107,120,758,1318,0,1039,727,0,674
0,0,0,0,0,0,0,0,0,0,0,0
1626,1461,363,171,0,629,0,728,675,1745,1367,854
1614,273,0,104,218,1572,168,0,1604,682,1368,91
132,720,1317,0,1064,1396,0,108,0,0,0,0
110,1143,1566,305,0,1055,109,0,1606,933,1772,463
115,154,133,0,146,1632,216,0,520,0,1551,130
173,116,170,1076,0,1557,0,1384,126,0,131,1777
93,1281,1483,259,122,128,99,120,0,220,109,720
504,1261,1513,1499,338,471,934,139,79,0,157,1759
0,264,1223,0,1484,1250,131,96,134,134,1446,106
124,1001,97,93,682,1037,158,101,0,98,1753,88
311,135,105,1706,1685,178,98,165,100,0,603,663
1486,734,736,1293,100,0,104,1548,114,78,102,104
0,110,103,947,225,1354,100,293,0,84,1607,0
262,1171,1692,0,96,630,1749,519,1295,80,1738,1578
114,85,1212,1660,101,1057,96,134,1525,961,814,952
86,97,103,96,83,889,120,116,108,1775,78,106
0,96,863,1543,1229,114,0,542,280,1166,0,1366
729,1533,1391,717,113,1328,155,85,217,111,1715,136
746,176,1506,877,126,1409,1260,1223,0,81,159,959
0,733,611,145,1780,94,1720,119,1156,240,1629,94
120,160,631,0,1385,124,113,1521,1747,1158,716,440
814,914,1663,0,123,1459,115,107,0,999,1367,108
94,0,113,135,407,98,943,0,1293,115,90,299
0,106,684,1206,110,87,94,135,1380,1400,1278,168
1279,539,606,1414,114,947,89,0,132,116,781,96
80,96,113,209,1025,152,108,643,1753,1101,1183,1269
1467,1363,122,119,0,1525,336,90,999,0,119,1003
172,1186,130,1222,135,0,119,143,119,234,91,158
513,853,102,483,177,517,1572,0,326,1435,1479,83
103,1129,209,1196,0,0,143,177,1316,149,675,825
921,1381,0,0,161,0,85,1091,70,290,161,1643
142,119,1138,98,623,1176,129,340,982,1296,133,1297
831,87,109,517,1693,574,78,162,114,97,0,386
167,1142,1555,1793,92,344,107,136,0,133,111,1409
113,681,1022,180,0,492,100,311,146,718,1033,107
691,387,782,92,782,178,128,272,402,0,91,706
1130,121,1547,1211,527,148,714,0,0,0,102,165
994,0,1419,140,1694,1622,94,175,1516,351,1605,128
0,175,0,1378,101,1660,671,429,107,151,1622,83
0,113,122,109,453,525,135,158,744,179,132,111
1634,524,0,798,88,842,0,1700,1231,1623,127,153
0,119,124,997,121,209,788,1412,1585,1675,123,504
84,1602,0,1561,110,153,86,175,643,119,85,382
70,0,0,619,200,1351,551,1122,0,0,959,0
0,1221,115,1086,725,589,620,122,0,872,357,1704
865,1654,105,118,499,1001,0,110,91,1415,1661,105
99,0,135,1644,1123,118,1531,1312,916,155,1718,1664
111,1392,351,0,790,108,0,802,92,87,963,126
0,798,1195,1584,1682,682,107,107,1536,100,118,88
578,92,986,0,1571,508,1616,1043,1676,152,111,126
587,91,166,1524,1315,76,0,1351,153,1278,1063,319
135,86,97,1749,587,1697,132,119,179,106,1318,543
758,760,158,106,0,111,162,499,0,102,1329,78
111,788,0,606,673,1371,773,728,124,126,91,1612
1745,118,0,1666,1040,1516,125,1488,126,0,180,554
90,465,1582,427,1076,1332,1356,1032,1234,180,119,0
1535,1254,1169,121,1792,1037,257,704,110,1161,970,965
1067,109,1246,1681,585,158,720,486,1193,102,127,1742
119,931,1284,90,1315,85,127,1628,1560,83,1577,709
89,130,1492,102,1249,929,0,112,0,129,99,461
460,110,296,163,936,422,0,0,200,1512,684,0
220,174,1243,0,935,112,1663,0,175,1191,166,328
72,152,275,80,135,1559,89,0,814,107,311,150
1233,363,1703,0,179,1517,739,126,121,1731,97,978
95,1645,1206,421,122,292,1311,634,713,1038,162,92
132,1236,73,0,1034,1146,136,1634,86,135,532,1256
154,243,168,79,724,0,112,112,0,836,71,155
1388,126,173,0,0,410,408,92,1785,665,153,256
160,1464,127,583,1237,166,413,132,526,451,1474,85
0,536,87,105,161,1496,660,1640,101,167,117,163
1460,1248,1305,115,88,165,1229,270,0,133,1103,92
0,113,0,747,1784,1290,531,176,108,124,0,0
1259,0,1055,397,91,1262,126,157,87,93,0,597
157,247,1216,841,865,303,97,1137,1537,1494,127,0
993,694,1194,1069,1218,84,114,1145,1211,1018,652,87
1710,108,1070,626,165,116,165,74,101,1011,122,0
842,89,101,1083,1203,1639,400,169,488,91,151,146
995,167,0,132,106,121,435,101,1415,1017,171,1690
107,98,1501,96,945,148,154,101,87,1522,857,1419
0,1210,110,604,791,517,153,1751,103,818,240,148
93,122,96,97,373,101,1799,1059,100,1033,1328,339
0,589,106,730,178,112,1161,81,1685,1725,119,662
1569,902,110,1031,1675,1611,1018,94,158,86,454,113
1161,128,108,127,130,1472,852,377,0,0,1345,1316
1036,131,107,305,874,0,96,135,90,1131,1386,1021
1195,272,210,1245,1642,0,80,742,0,71,238,211
0,0,0,0,0,0,0,0,0,0,0,0
1644,77,600,403,1116,109,93,218,1735,205,1247,96
1700,666,168,147,0,130,0,155,802,0,208,121
463,91,0,314,1248,167,168,122,98,536,547,1626
324,1393,122,0,100,100,1148,97,1678,934,117,598
1624,101,104,0,130,110,229,171,747,100,707,1159
1212,1721,85,109,1299,94,113,864,1131,88,90,925
1799,341,890,123,92,810,88,88,901,95,123,1430
125,0,118,161,937,139,175,556,571,90,1097,120
128,0,1509,1334,637,432,74,516,116,375,999,502
1582,952,779,388,439,930,112,143,999,1101,1029,106
942,1165,0,99,350,126,89,1293,1712,99,100,130
1520,162,91,91,209,170,116,1066,0,88,493,1060
113,733,1713,1304,444,180,1168,131,142,998,1105,350
942,0,617,0,883,1477,1662,0,82,1498,0,1014
443,116,91,0,1426,1207,1215,337,527,571,175,154
137,572,145,626,115,0,101,1732,132,525,759,119
1636,152,138,0,1665,85,1616,133,151,0,957,1038
404,1589,0,410,1084,121,1461,0,146,1537,745,93
1369,127,1791,932,163,88,1718,167,91,89,545,89
106,105,1727,127,821,1090,237,1239,132,1500,986,589
1622,1176,221,0,93,114,1339,1331,988,637,230,129
563,943,81,442,1300,0,94,463,83,286,1663,965
575,1773,656,155,118,150,119,931,1602,129,0,87
1464,71,0,98,129,104,623,114,157,174,0,108
